disti_item_number,maker_name,maker_knird_id,drink_name,format,size_format_id,drink_cost,drink_price,distributor_id,disti_item_number,disti_upc,min_quantity,regular_case_cost,current_case_cost,,,,,,,,,,
15058,Ghost Runners,1086,Phantom Blanca Wit,1/6bbl,6, 65.00 , 94.25 ,5,15058,,1,65,65,,,,,,,,,,
15095,Ghost Runners,1086,Runnin' Up Pilsner,1/6bbl,6, 65.00 , 94.25 ,5,15095,,1,65,65,,,,,,,,,,
15109,Ghost Runners,1086,Running with Scissors NE IPA,1/6bbl,6, 80.00 , 116.00 ,5,15109,,1,80,80,,,,,,,,,,
15001,Ghost Runners,1086,5K IPA,1/6bbl,6, 65.00 , 94.25 ,5,15001,,1,65,65,,,,,,,,,,
15086,Ghost Runners,1086,Amanda Huggin Kiss,1/6bbl,6, 80.00 , 116.00 ,5,15086,,1,80,80,,,,,,,,,,
15105,Ghost Runners,1086,Chasing Fluffy Pink Unicorns Gose,1/6bbl,6, 80.00 , 116.00 ,5,15105,,1,80,80,,,,,,,,,,
15118,Ghost Runners,1086,Mile 1 IPA,1/6bbl,6, 70.00 , 101.50 ,5,15118,,1,70,70,,,,,,,,,,
15078,Ghost Runners,1086,Pre-HOPtains IPA,1/6bbl,6, 80.00 , 116.00 ,5,15078,,1,80,80,,,,,,,,,,
15100,Ghost Runners,1086,Track Star IPA,1/6bbl,6, 70.00 , 101.50 ,5,15100,,1,70,70,,,,,,,,,,
15004,Ghost Runners,1086,5K IPA,50ltr,13, 140.00 , 203.00 ,5,15004,,1,140,140,,,,,,,,,,
15119,Ghost Runners,1086,Mile 1 IPA,50ltr,13, 150.00 , 217.50 ,5,15119,,1,150,150,,,,,,,,,,
15096,Ghost Runners,1086,Runnin' Up Pilsner,50ltr,13, 140.00 , 203.00 ,5,15096,,1,140,140,,,,,,,,,,
15101,Ghost Runners,1086,Track Star IPA,50ltr,13, 150.00 , 217.50 ,5,15101,,1,150,150,,,,,,,,,,
15060,Ghost Runners,1086,Phantom Blanca Wit,50ltr,13, 156.00 , 226.20 ,5,15060,,1,156,156,,,,,,,,,,
15110,Ghost Runners,1086,Running with Scissors NE IPA,50ltr,13, 160.00 , 232.00 ,5,15110,,1,160,160,,,,,,,,,,
15020,Ghost Runners,1086,Boston Red NITRO,50ltr,13, 165.00 , 239.25 ,5,15020,,1,165,165,,,,,,,,,,
15106,Ghost Runners,1086,Chasing Fluffy Pink Unicorns Gose,50ltr,13, 180.00 , 261.00 ,5,15106,,1,180,180,,,,,,,,,,
15019,Ghost Runners,1086,Boston Red,50ltr,13, 140.00 , 203.00 ,5,15019,,1,140,140,,,,,,,,,,
15029,Ghost Runners,1086,Negative Split Stout,50ltr,13, 150.00 , 217.50 ,5,15029,,1,150,150,,,,,,,,,,
15080,Ghost Runners,1086,Per-HOPtains IPA,50ltr,13, 180.00 , 261.00 ,5,15080,,1,180,180,,,,,,,,,,
15055,Ghost Runners,1086,Phantom Rojo Imperial Ale,50ltr,13, 156.00 , 226.20 ,5,15055,,1,156,156,,,,,,,,,,
34009,Fat Head's,1510,IBUsive,1/4bbl,7, 115.00 , 166.75 ,5,34009,,1,115,115,,,,,,,,,,
34048,Fat Head's,1510,Gudenhoppy Pils,1/4bbl,7, 100.00 , 145.00 ,5,34048,,1,100,100,,,,,,,,,,
34096,Fat Head's,1510,Head Crusher IIPA,1/4bbl,7, 160.00 , 232.00 ,5,34096,,1,160,160,,,,,,,,,,
34003,Fat Head's,1510,Head Hunter,1/4bbl,7, 115.00 , 166.75 ,5,34003,,1,115,115,,,,,,,,,,
34080,Fat Head's,1510,Head Shrinker,1/4bbl,7, 145.00 , 210.25 ,5,34080,,1,145,145,,,,,,,,,,
34071,Fat Head's,1510,Helles Lager,1/4bbl,7, 100.00 , 145.00 ,5,34071,,1,100,100,,,,,,,,,,
34208,Fat Head's,1510,Kinda Is Imperial IPA,1/4bbl,7, 160.00 , 232.00 ,5,34208,,1,160,160,,,,,,,,,,
34006,Fat Head's,1510,Semper FIPA,1/4bbl,7, 115.00 , 166.75 ,5,34006,,1,115,115,,,,,,,,,,
34143,Fat Head's,1510,ESB-PDX,1/2bbl,9, 175.00 , 253.75 ,5,34143,,1,175,175,,,,,,,,,,
34014,Fat Head's,1510,Sunshine Daydream,1/2bbl,9, 175.00 , 253.75 ,5,34014,,1,175,175,,,,,,,,,,
34004,Fat Head's,1510,Head Hunter,1/2bbl,9, 185.00 , 268.25 ,5,34004,,1,185,185,,,,,,,,,,
34010,Fat Head's,1510,IBUsive,1/2bbl,9, 185.00 , 268.25 ,5,34010,,1,185,185,,,,,,,,,,
34007,Fat Head's,1510,Semper FIPA,1/2bbl,9, 185.00 , 268.25 ,5,34007,,1,185,185,,,,,,,,,,
34064,Fat Head's,1510,Blitzkreig Bock,1/2bbl,9, 175.00 , 253.75 ,5,34064,,1,175,175,,,,,,,,,,
34112,Fat Head's,1510,Built for Speed IPA,1/2bbl,9, 185.00 , 268.25 ,5,34112,,1,185,185,,,,,,,,,,
34131,Fat Head's,1510,Call Me Big Hoppa IPA,1/2bbl,9, 185.00 , 268.25 ,5,34131,,1,185,185,,,,,,,,,,
34210,Fat Head's,1510,Coffee Cream Ale,1/2bbl,9, 165.00 , 239.25 ,5,34210,,1,165,165,,,,,,,,,,
34076,Fat Head's,1510,Cream Ale,1/2bbl,9, 175.00 , 253.75 ,5,34076,,1,175,175,,,,,,,,,,
34049,Fat Head's,1510,Gudenhoppy Pils,1/2bbl,9, 175.00 , 253.75 ,5,34049,,1,175,175,,,,,,,,,,
34209,Fat Head's,1510,Kinda Is Imperial IPA,1/2bbl,9, 257.00 , 372.65 ,5,34209,,1,257,257,,,,,,,,,,
34060,Fat Head's,1510,Kolsch,1/2bbl,9, 175.00 , 253.75 ,5,34060,,1,175,175,,,,,,,,,,
34244,Fat Head's,1510,New Order IPA,1/2bbl,9, 185.00 , 268.25 ,5,34244,,1,185,185,,,,,,,,,,
34227,Fat Head's,1510,Roll Tide Red Rye IPA,1/2bbl,9, 185.00 , 268.25 ,5,34227,,1,185,185,,,,,,,,,,
34109,Fat Head's,1510,Shrinky Dinx,1/2bbl,9, 185.00 , 268.25 ,5,34109,,1,185,185,,,,,,,,,,
34118,Fat Head's,1510,Sour #2,1/2bbl,9, 185.00 , 268.25 ,5,34118,,1,185,185,,,,,,,,,,
34238,Fat Head's,1510,Winter IPA,1/2bbl,9, 185.00 , 268.25 ,5,34238,,1,185,185,,,,,,,,,,
18175,Altamont Beer Works,1856,Freedom Fuel,1/6bbl,6, 110.00 , 159.50 ,5,18175,,1,110,110,,,,,,,,,,
18119,Altamont Beer Works,1856,Dank Row IPA,1/6bbl,6, 95.00 , 137.75 ,5,18119,,1,95,95,,,,,,,,,,
18116,Altamont Beer Works,1856,Hella Hoppy DIPA,1/6bbl,6, 110.00 , 159.50 ,5,18116,,1,110,110,,,,,,,,,,
18147,Altamont Beer Works,1856,Hop Wash DIPA,1/6bbl,6, 115.00 , 166.75 ,5,18147,,1,115,115,,,,,,,,,,
18151,Altamont Beer Works,1856,L-Town Brown,1/6bbl,6, 99.00 , 143.55 ,5,18151,,1,99,99,,,,,,,,,,
18125,Altamont Beer Works,1856,Maui Waui DIPA,1/6bbl,6, 110.00 , 159.50 ,5,18125,,1,110,110,,,,,,,,,,
18128,Altamont Beer Works,1856,Shot Away,1/6bbl,6, 95.00 , 137.75 ,5,18128,,1,95,95,,,,,,,,,,
18126,Altamont Beer Works,1856,Maui Waui DIPA,1/2bbl,9, 185.00 , 268.25 ,5,18126,,1,185,185,,,,,,,,,,
18117,Altamont Beer Works,1856,Hella Hoppy DIPA,50Ltr,13, 200.00 , 290.00 ,5,18117,,1,200,200,,,,,,,,,,
18120,Altamont Beer Works,1856,Dank Row IPA,50Ltr,13, 185.00 , 268.25 ,5,18120,,1,185,185,,,,,,,,,,
18148,Altamont Beer Works,1856,Hop Wash DIPA,50ltr,13, 225.00 , 326.25 ,5,18148,,1,225,225,,,,,,,,,,
18152,Altamont Beer Works,1856,L-Town Brown,50ltr,13, 195.00 , 282.75 ,5,18152,,1,195,195,,,,,,,,,,
18129,Altamont Beer Works,1856,Shot Away,50Ltr,13, 185.00 , 268.25 ,5,18129,,1,185,185,,,,,,,,,,
40090,RiverBend,1919,Boxcar Rapids Red,22oz bottles,5, 3.49 , 5.07 ,5,40090,8-56757-00211-4,12,41.92,41.92,,,,,,,,,,
40081,RiverBend,1919,Schwenk's Classic Pilsner,22oz bottles,5, 3.49 , 5.07 ,5,40081,8-56757-00217-6,12,41.92,41.92,,,,,,,,,,
40092,RiverBend,1919,Oregonized Love,22oz bottles,5, 3.49 , 5.07 ,5,40092,8-56757-00227-5,12,41.92,41.92,,,,,,,,,,
26032,RiverBend,1919,Schwenk's Classic Pilsner,1/6bbl,6, 75.00 , 108.75 ,5,26032,,1,75,75,,,,,,,,,,
26037,RiverBend,1919,Oregonized Love,1/6bbl,6, 85.00 , 123.25 ,5,26037,,1,85,85,,,,,,,,,,
26068,RiverBend,1919,Thunder Egg IIPA,1/6bbl,6, 95.00 , 137.75 ,5,26068,,1,95,95,,,,,,,,,,
26007,RiverBend,1919,300 Days of Sun Pale Ale,1/6bbl,6, 75.00 , 108.75 ,5,26007,,1,75,75,,,,,,,,,,
26047,RiverBend,1919,Black River Stout,1/6bbl,6, 75.00 , 108.75 ,5,26047,,1,75,75,,,,,,,,,,
26027,RiverBend,1919,Boxcar Rapids Red,1/6bbl,6, 75.00 , 108.75 ,5,26027,,1,75,75,,,,,,,,,,
26052,RiverBend,1919,Comet Catcher Pale,1/6bbl,6, 75.00 , 108.75 ,5,26052,,1,75,75,,,,,,,,,,
26091,RiverBend,1919,Comfortably Numb CDA,1/6bbl,6, 95.00 , 137.75 ,5,26091,,1,95,95,,,,,,,,,,
26074,RiverBend,1919,RiverHawk IPA,1/6bbl,6, 75.00 , 108.75 ,5,26074,,1,75,75,,,,,,,,,,
26012,RiverBend,1919,Scenic Byway Blonde,1/6bbl,6, 75.00 , 108.75 ,5,26012,,1,75,75,,,,,,,,,,
26008,RiverBend,1919,300 Days of Sun Pale Alec,50Ltr,13, 155.00 , 224.75 ,5,26008,,1,155,155,,,,,,,,,,
26086,RiverBend,1919,Ash River Kunkleweizen,50Ltr,13, 155.00 , 224.75 ,5,26086,,1,155,155,,,,,,,,,,
26033,RiverBend,1919,Schwenk's Classic Pilsner,50Ltr,13, 155.00 , 224.75 ,5,26033,,1,155,155,,,,,,,,,,
26038,RiverBend,1919,Oregonized Love,50Ltr,13, 165.00 , 239.25 ,5,26038,,1,165,165,,,,,,,,,,
26097,RiverBend,1919,Equinox Imperial Rye IPA,50Ltr,13, 180.00 , 261.00 ,5,26097,,1,180,180,,,,,,,,,,
26048,RiverBend,1919,Black River Stout,50Ltr,13, 155.00 , 224.75 ,5,26048,,1,155,155,,,,,,,,,,
26028,RiverBend,1919,Boxcar Rapids Red,50Ltr,13, 155.00 , 224.75 ,5,26028,,1,155,155,,,,,,,,,,
26053,RiverBend,1919,Comet Catcher Pale,50Ltr,13, 155.00 , 224.75 ,5,26053,,1,155,155,,,,,,,,,,
26092,RiverBend,1919,Comfortably Numb CDA,50Ltr,13, 180.00 , 261.00 ,5,26092,,1,180,180,,,,,,,,,,
26075,RiverBend,1919,RiverHawk IPA,50Ltr,13, 155.00 , 224.75 ,5,26075,,1,155,155,,,,,,,,,,
26013,RiverBend,1919,Scenic Byway Blonde,50Ltr,13, 155.00 , 224.75 ,5,26013,,1,155,155,,,,,,,,,,
26069,RiverBend,1919,Thunder Egg IIPA,50Ltr,13, 180.00 , 261.00 ,5,26069,,1,180,180,,,,,,,,,,
11007,Eel River,1933,Organic Blonde Ale,12oz cans,1, 1.28 , 1.86 ,5,11007,,24,30.76,30.76,,,,,,,,,,
11052,Eel River,1933,Emerald Triangle Pale Ale,12oz cans,1, 1.28 , 1.86 ,5,11052,8-61741-00015-1,24,30.76,30.76,,,,,,,,,,
11016,Eel River,1933,Organic IPA,12oz bottles,2, 1.28 , 1.86 ,5,11016,8-61741-00013-7,24,30.76,30.76,,,,,,,,,,
31083,Eel River,1933,Organic Acai Berry Wheat,12oz bottles,2, 1.28 , 1.86 ,5,31083,0-00000-00000-0,24,30.76,30.76,,,,,,,,,,
31070,Eel River,1933,Organic Amber Ale,12oz bottles,2, 1.28 , 1.86 ,5,31070,0-00000-00000-0,24,30.76,30.76,,,,,,,,,,
11001,Eel River,1933,Organic Blonde Ale,12oz bottles,2, 1.28 , 1.86 ,5,11001,8-61741-00010-6,24,30.76,30.76,,,,,,,,,,
11022,Eel River,1933,Organic Porter,12oz bottles,2, 1.28 , 1.86 ,5,11022,8-61741-00012-0,24,30.76,30.76,,,,,,,,,,
11040,Eel River,1933,Emerald Triangle IPA,12oz bottles,2, 1.40 , 2.03 ,5,11040,8-61741-00015-1,24,33.56,33.56,,,,,,,,,,
11057,Eel River,1933,Emerald Triangle Pale Ale,12oz bottles,2, 1.28 , 1.86 ,5,11057,8-67540-00027-9,24,30.76,30.76,,,,,,,,,,
11039,Eel River,1933,Triple Exultation,22oz bottles,5, 5.59 , 8.11 ,5,11039,8-67540-00028-6,12,67.12,67.12,,,,,,,,,,
31037,Eel River,1933,21 Anniversary Ale,22oz bottles,5, 8.39 , 12.17 ,5,31037,0-94922-45633-5,12,100.71,100.71,,,,,,,,,,
31081,Eel River,1933,Earth Thirst Double IPA,22oz bottles,5, 5.59 , 8.11 ,5,31081,0-00000-00000-0,12,67.12,67.12,,,,,,,,,,
31082,Eel River,1933,Organic Acai Berry Wheat,22oz bottles,5, 2.79 , 4.05 ,5,31082,0-94922-45634-2,12,33.52,33.52,,,,,,,,,,
11031,Eel River,1933,Raven's Eye Imperial Stout,22oz bottles,5, 5.59 , 8.11 ,5,11031,8-61741-00011-3,12,67.12,67.12,,,,,,,,,,
11036,Eel River,1933,Emerald Triangle IPA,22oz bottles,5, 4.19 , 6.08 ,5,11036,8-61741-00015-1,12,50.32,50.32,,,,,,,,,,
91046,Eel River,1933,Raven's Eye Imperial Stout NITRO,1/6bbl,6, 85.00 , 123.25 ,5,91046,,1,85,85,,,,,,,,,,
91061,Eel River,1933,21st Anniversary,1/6bbl,6, 140.00 , 203.00 ,5,91061,,1,140,140,,,,,,,,,,
91056,Eel River,1933,Earth Thirst DIPA,1/6bbl,6, 85.00 , 123.25 ,5,91056,,1,85,85,,,,,,,,,,
91066,Eel River,1933,Mocha Stout,1/6bbl,6, 80.00 , 116.00 ,5,91066,,1,80,80,,,,,,,,,,
91071,Eel River,1933,Emerald Triangle Double IPA,1/6bbl,6, 85.00 , 123.25 ,5,91071,,1,85,85,,,,,,,,,,
91067,Eel River,1933,Emerald Triangle IPA,1/6bbl,6, 80.00 , 116.00 ,5,91067,,1,80,80,,,,,,,,,,
91043,Eel River,1933,Organic Porter,1/2bbl,9, 165.00 , 239.25 ,5,91043,,1,165,165,,,,,,,,,,
91069,Eel River,1933,Australian Summer Sparkling Ale,1/2bbl,9, 165.00 , 239.25 ,5,91069,,1,165,165,,,,,,,,,,
91057,Eel River,1933,Earth Thirst DIPA,1/2bbl,9, 225.00 , 326.25 ,5,91057,,1,225,225,,,,,,,,,,
91047,Eel River,1933,Raven's Eye Imperial Stout NITRO,1/2bbl,9, 225.00 , 326.25 ,5,91047,,1,225,225,,,,,,,,,,
91073,Eel River,1933,Tropical Blonde,1/2bbl,9, 165.00 , 239.25 ,5,91073,,1,165,165,,,,,,,,,,
91072,Eel River,1933,Emerald Triangle Double IPA,1/2bbl,9, 215.00 , 311.75 ,5,91072,,1,215,215,,,,,,,,,,
91068,Eel River,1933,Emerald Triangle IPA,1/2bbl,9, 165.00 , 239.25 ,5,91068,,1,165,165,,,,,,,,,,
91063,Eel River,1933,Emerald Triangle Pale Ale,1/2bbl,9, 165.00 , 239.25 ,5,91063,,1,165,165,,,,,,,,,,
17518,Golden State,2013,Cider Mighty Hops,16oz bottles,4, 2.10 , 3.04 ,5,17518,8-12465-00104-7,24,50.36,50.36,,,,,,,,,,
17590,Golden State,2013,Cider Mighty Dry,16oz bottles,4, 2.10 , 3.04 ,5,17590,8-12465-00007-1,24,50.36,50.36,,,,,,,,,,
17589,Golden State,2013,Cider Gingergrass,16oz bottles,4, 2.10 , 3.04 ,5,17589,8-12465-00058-3,24,50.36,50.36,,,,,,,,,,
18101,Golden State,2013,Mighty Dry Hard Cider,1/6bbl,6, 90.00 , 130.50 ,5,18101,,1,90,90,,,,,,,,,,
18106,Golden State,2013,Mighty Hops Hard Cider,1/6bbl,6, 90.00 , 130.50 ,5,18106,,1,90,90,,,,,,,,,,
18115,Golden State,2013,BA Cyser,1/6bbl,6, 110.00 , 159.50 ,5,18115,,1,110,110,,,,,,,,,,
18111,Golden State,2013,Gingergrass Hard Cider,1/6bbl,6, 90.00 , 130.50 ,5,18111,,1,90,90,,,,,,,,,,
18107,Golden State,2013,Mighty Hops Hard Cider,1/2bbl,9, 180.00 , 261.00 ,5,18107,,1,180,180,,,,,,,,,,
18112,Golden State,2013,Gingergrass Hard Cider,1/2bbl,9, 180.00 , 261.00 ,5,18112,,1,180,180,,,,,,,,,,
18102,Golden State,2013,Mighty Dry Hard Cider,1/2bbl,9, 180.00 , 261.00 ,5,18102,,1,180,180,,,,,,,,,,
31900,Oregon Mead & Cider,2041,Fresh Pressed Hopped Cider,500ml,4, 4.19 , 6.08 ,5,31900,8-55916-00536-2,12,50.32,50.32,,,,,,,,,,
31903,Oregon Mead & Cider,2041,Mosaic Sparkling Mead,500ml,4, 6.29 , 9.12 ,5,31903,8-55916-00534-8,12,75.51,75.51,,,,,,,,,,
32015,Oregon Mead & Cider,2041,Trinity Sparkling Mead,500ml,4, 6.29 , 9.12 ,5,32015,8-55916-00508-9,12,75.51,75.51,,,,,,,,,,
21106,Oregon Mead & Cider,2041,Cyser,1/6bbl,6, 79.00 , 114.55 ,5,21106,,1,79,79,,,,,,,,,,
21111,Oregon Mead & Cider,2041,Hopped,1/6bbl,6, 79.00 , 114.55 ,5,21111,,1,79,79,,,,,,,,,,
21116,Oregon Mead & Cider,2041,Blackberry Tart,1/6bbl,6, 85.00 , 123.25 ,5,21116,,1,85,85,,,,,,,,,,
21121,Oregon Mead & Cider,2041,Blood Orange Plum,1/6bbl,6, 85.00 , 123.25 ,5,21121,,1,85,85,,,,,,,,,,
21176,Oregon Mead & Cider,2041,Dark Cherry Vanilla,1/6bbl,6, 85.00 , 123.25 ,5,21176,,1,85,85,,,,,,,,,,
21102,Oregon Mead & Cider,2041,Dry,1/6bbl,6, 79.00 , 114.55 ,5,21102,,1,79,79,,,,,,,,,,
21171,Oregon Mead & Cider,2041,Mango Pineapple,1/6bbl,6, 85.00 , 123.25 ,5,21171,,1,85,85,,,,,,,,,,
21126,Oregon Mead & Cider,2041,Pineapple Passion Fruit,1/6bbl,6, 85.00 , 123.25 ,5,21126,,1,85,85,,,,,,,,,,
21177,Oregon Mead & Cider,2041,Dark Cherry Vanilla,1/2bbl,9, 195.00 , 282.75 ,5,21177,,1,195,195,,,,,,,,,,
21117,Oregon Mead & Cider,2041,Blackberry Tart,1/2bbl,9, 195.00 , 282.75 ,5,21117,,1,195,195,,,,,,,,,,
21122,Oregon Mead & Cider,2041,Blood Orange Plum,1/2bbl,9, 195.00 , 282.75 ,5,21122,,1,195,195,,,,,,,,,,
21107,Oregon Mead & Cider,2041,Cyser,1/2bbl,9, 185.00 , 268.25 ,5,21107,,1,185,185,,,,,,,,,,
21103,Oregon Mead & Cider,2041,Dry,1/2bbl,9, 185.00 , 268.25 ,5,21103,,1,185,185,,,,,,,,,,
21112,Oregon Mead & Cider,2041,Hopped,1/2bbl,9, 185.00 , 268.25 ,5,21112,,1,185,185,,,,,,,,,,
21172,Oregon Mead & Cider,2041,Mango Pineapple,1/2bbl,9, 195.00 , 282.75 ,5,21172,,1,195,195,,,,,,,,,,
21167,Oregon Mead & Cider,2041,Pink Guava,1/2bbl,9, 195.00 , 282.75 ,5,21167,,1,195,195,,,,,,,,,,
32017,Oregon Mead & Cider,2041,Fresh Pressed Cyser,550ml,11, 4.19 , 6.08 ,5,32017,8-55916-00505-8,12,50.32,50.32,,,,,,,,,,
32007,Oregon Mead & Cider,2041,Fresh Pressed Dry Cider,550ml,11, 4.19 , 6.08 ,5,32007,8-55916-00515-7,12,50.32,50.32,,,,,,,,,,
24040,TRVE,2062,Cursed,375ml,2, 5.59 , 8.11 ,5,24040,8-55727-00406-6,12,67.12,67.12,,,,,,,,,,
24000,TRVE,2062,Fight Fire with Fire,375ml,2, 5.59 , 8.11 ,5,24000,8-55727-00407-3,12,67.12,67.12,,,,,,,,,,
24006,TRVE,2062,Mazzorath,375ml,2, 8.39 , 12.17 ,5,24006,8-55727-00422-6,12,100.71,100.71,,,,,,,,,,
24007,TRVE,2062,Revengeance,375ml,2, 5.59 , 8.11 ,5,24007,8-55727-00401-1,12,67.12,67.12,,,,,,,,,,
24034,TRVE,2062,Dhumavati,375ml,2, 7.69 , 11.16 ,5,24034,8-55727-00424-0,12,92.32,92.32,,,,,,,,,,
21158,TRVE,2062,Ancient Bole,375ml,2, 9.09 , 13.18 ,5,21158,8-59251-00506-3,12,109.11,109.11,,,,,,,,,,
21160,TRVE,2062,Burried Sun,375ml,2, 5.59 , 8.11 ,5,21160,8-59251-00505-6,12,67.12,67.12,,,,,,,,,,
24001,TRVE,2062,Life's Trade,375ml,2, 5.59 , 8.11 ,5,24001,8-55727-00404-2,12,67.12,67.12,,,,,,,,,,
33016,TRVE,2062,Ancient Bole,1/6bbl,6, 110.00 , 159.50 ,5,33016,,1,110,110,,,,,,,,,,
33019,TRVE,2062,Burning Off Impurities,1/6bbl,6, 142.00 , 205.90 ,5,33019,,1,142,142,,,,,,,,,,
32961,TRVE,2062,Cursed,1/6bbl,6, 125.00 , 181.25 ,5,32961,,1,125,125,,,,,,,,,,
32986,TRVE,2062,Restarter,1/6bbl,6, 140.00 , 203.00 ,5,32986,,1,140,140,,,,,,,,,,
32966,TRVE,2062,Revengeance,1/6bbl,6, 100.00 , 145.00 ,5,32966,,1,100,100,,,,,,,,,,
17105,Barrel Mountain,3596,Ash Cloud Amber,1/6bbl,6, 76.00 , 110.20 ,5,17105,,1,76,76,,,,,,,,,,
17111,Barrel Mountain,3596,Be Happy Hefeweizen,1/6bbl,6, 76.00 , 110.20 ,5,17111,,1,76,76,,,,,,,,,,
17125,Barrel Mountain,3596,Luv Ya Lager,1/6bbl,6, 71.00 , 102.95 ,5,17125,,1,71,71,,,,,,,,,,
17102,Barrel Mountain,3596,No Bad Days IPA,1/6bbl,6, 76.00 , 110.20 ,5,17102,,1,76,76,,,,,,,,,,
17114,Barrel Mountain,3596,Starway Stout,1/6bbl,6, 76.00 , 110.20 ,5,17114,,1,76,76,,,,,,,,,,
17108,Barrel Mountain,3596,Peak Freak Pale,1/6bbl,6, 76.00 , 110.20 ,5,17108,,1,76,76,,,,,,,,,,
17118,Barrel Mountain,3596,Trail Builder DIPA,1/6bbl,6, 90.00 , 130.50 ,5,17118,,1,90,90,,,,,,,,,,
17135,Barrel Mountain,3596,Brewers Series #5,1/6bbl,6, 90.00 , 130.50 ,5,17135,,1,90,90,,,,,,,,,,
17122,Barrel Mountain,3596,Metal Head Red,1/6bbl,6, 90.00 , 130.50 ,5,17122,,1,90,90,,,,,,,,,,
17126,Barrel Mountain,3596,Luv Ya Lager,1/2bbl,9, 150.00 , 217.50 ,5,17126,,1,150,150,,,,,,,,,,
17106,Barrel Mountain,3596,Ash Cloud Amber,1/2bbl,9, 160.00 , 232.00 ,5,17106,,1,160,160,,,,,,,,,,
17115,Barrel Mountain,3596,Starway Stout,1/2bbl,9, 160.00 , 232.00 ,5,17115,,1,160,160,,,,,,,,,,
17136,Barrel Mountain,3596,Brewers Series #5,1/2bbl,9, 175.00 , 253.75 ,5,17136,,1,175,175,,,,,,,,,,
17112,Barrel Mountain,3596,Be Happy Hefeweizen,1/2bbl,9, 160.00 , 232.00 ,5,17112,,1,160,160,,,,,,,,,,
17123,Barrel Mountain,3596,Metal Head Red,1/2bbl,9, 180.00 , 261.00 ,5,17123,,1,180,180,,,,,,,,,,
17103,Barrel Mountain,3596,No Bad Days IPA,1/2bbl,9, 160.00 , 232.00 ,5,17103,,1,160,160,,,,,,,,,,
17109,Barrel Mountain,3596,Peak Freak Pale,1/2bbl,9, 160.00 , 232.00 ,5,17109,,1,160,160,,,,,,,,,,
17119,Barrel Mountain,3596,Trail Builder DIPA,1/2bbl,9, 180.00 , 261.00 ,5,17119,,1,180,180,,,,,,,,,,
19515,Dinkelacker,3597,CD Pils,16.9oz bottles,4, 1.74 , 2.53 ,5,19515,7-38435-17935-9,24,41.83,41.83,,,,,,,,,,
19525,Dinkelacker,3597,Marzen,16.9oz bottles,4, 1.74 , 2.53 ,5,19525,7-38435-17933-5,24,41.83,41.83,,,,,,,,,,
25049,Dinkelacker,3597,Dinkleacker CD Pils,50ltr,13, 170.00 , 246.50 ,5,25049,,1,170,170,,,,,,,,,,
25051,Dinkelacker,3597,Marzen,50ltr,13, 170.00 , 246.50 ,5,25051,,1,170,170,,,,,,,,,,
25059,Fruh,3598,Kolsch,50Ltr,13, 200.00 , 290.00 ,5,25059,,1,200,200,,,,,,,,,,
31920,Mission Trail,3601,Diehard Cider,500ml,4, 6.99 , 10.14 ,5,31920,8-55916-00528-7,12,83.92,83.92,,,,,,,,,,
31944,Mission Trail,3601,Peach Coast,500ml,4, 7.69 , 11.16 ,5,31944,8-55916-00511-9,12,92.32,92.32,,,,,,,,,,
31968,Mission Trail,3601,Dryhard Gold,500ml,4, 6.99 , 10.14 ,5,31968,8-55916-00524-9,12,83.92,83.92,,,,,,,,,,
31953,Mission Trail,3601,Perry Cider,500ml,4, 6.99 , 10.14 ,5,31953,8-55916-00507-2,12,83.92,83.92,,,,,,,,,,
32010,Mission Trail,3601,Plum Jerkum,500ml,4, 6.99 , 10.14 ,5,32010,8-55916-00523-2,12,83.92,83.92,,,,,,,,,,
20512,Mission Trail,3601,Diehard Cider,1/6bbl,6, 140.00 , 203.00 ,5,20512,,1,140,140,,,,,,,,,,
20502,Mission Trail,3601,Plum Jerkum,1/6bbl,6, 140.00 , 203.00 ,5,20502,,1,140,140,,,,,,,,,,
20536,Mission Trail,3601,Dryhard Gold,1/6bbl,6, 140.00 , 203.00 ,5,20536,,1,140,140,,,,,,,,,,
20521,Mission Trail,3601,Fairyland Pluot Jerkum,1/6bbl,6, 205.00 , 297.25 ,5,20521,,1,205,205,,,,,,,,,,
15209,Monkey Paw,3602,Ol' Cole Extra Altbier,1/6bbl,6, 100.00 , 145.00 ,5,15209,,1,100,100,,,,,,,,,,
15221,Monkey Paw,3602,The Big Smoke,1/6bbl,6, 95.00 , 137.75 ,5,15221,,1,95,95,,,,,,,,,,
15224,Monkey Paw,3602,The Down's Family Irish Stout,1/6bbl,6, 95.00 , 137.75 ,5,15224,,1,95,95,,,,,,,,,,
40079,Schwaben Brau,3603,Naturtrube Kellerbier,16.9oz bottles,4, 3.14 , 4.56 ,5,40079,8-56757-00255-8,20,62.86,62.86,,,,,,,,,,
40085,Schwaben Brau,3603,Das Schwarze,16.9oz bottles,4, 3.14 , 4.56 ,5,40085,8-56757-00220-6,20,62.86,62.86,,,,,,,,,,
40122,Schwaben Brau,3603,Heller Bock,16.9oz bottles,4, 3.14 , 4.56 ,5,40122,8-56757-00233-6,20,62.86,62.86,,,,,,,,,,
40145,Schwaben Brau,3603,Volksfest Bier,16.9oz bottles,4, 3.14 , 4.56 ,5,40145,8-56757-00265-7,20,62.86,62.86,,,,,,,,,,
25029,Schwaben Brau,3603,Das Schwarze,50Ltr,13, 170.00 , 246.50 ,5,25029,,1,170,170,,,,,,,,,,
